SERIAL;JOURV2;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D7_0;D7_1;D7_2;D8_0;D8_1;D8_2;D9;D10;D11_0;D11_1;D11_2;D11_3;D11_4;D11_5;D11_6;D12;D13;D14_0;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D14_7;D14_8;D14_9;D14_10
4343;6;1;1;2;85;7;2;4;5;1;1;6;5;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;4;1;2;3;1;1;1;3;0;;;;;;1;3;;2;2;1;2;2;2;2;2;3;2;4;3;5;;;;2;85;7;5;2;2;0;6;3;2;2;;;;1;2;2;1;3;2;2;1;3;2;3;2;1;4;2;2;1;1;2;1;3;1
4344;6;2;1;9;86;9;1;7;7;3;1;8;2;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;20;1;;;;;1;3;;1;2;2;2;2;1;2;2;4;4;4;4;;;;;1;86;9;5;2;0;1;3;;;;3;3;2;2;2;2;1;2;2;2;1;3;;1;1;2;3;2;1;2;2;2;2;2;2
4345;6;1;1;6;15;11;1;3;1;5;1;6;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;2;1;1;1;2;4;60;4;;;;;0;2;;2;2;2;2;2;2;2;2;2;2;1;4;2;;;;1;15;11;4;3;0;0;4;2;5;1;;;;1;1;2;1;1;1;1;1;1;5;4;1;1;2;1;1;3;1;3;1;4;1
4346;6;1;2;5;92;1;5;3;3;1;2;8;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;1;1;1;1;6;45;1;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;92;1;2;1;0;0;6;4;4;1;;;;5;2;2;1;1;2;2;1;4;4;1;2;2;2;1;1;1;1;1;4;1;2
4347;6;2;1;6;13;12;4;5;8;1;1;3;4;2;;1;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;2;2;2;1;2;6;0;;;;;;0;2;;2;2;1;2;2;2;1;1;3;3;4;4;;;;;1;13;12;4;1;0;0;5;3;1;2;;;;2;2;1;1;5;2;2;1;4;1;3;1;1;1;1;1;2;1;1;1;2;1
4348;6;1;1;1;33;9;4;8;8;1;1;6;7;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;7;1;1;1;1;1;1;6;45;5;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;4;2;;;;;1;33;9;6;4;1;0;5;3;4;1;;;;3;1;1;1;1;3;2;1;4;3;1;1;1;3;1;1;1;1;1;1;2;1
4349;6;1;2;5;44;7;2;1;4;3;8;7;2;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;1;3;3;300;4;;;;;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1;8;;;1;44;7;5;4;2;0;6;3;3;2;;;;3;2;1;2;2;4;4;2;2;3;2;1;1;4;1;1;1;1;1;1;1;4
4350;6;1;2;6;46;10;1;6;8;3;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;2;4;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;46;10;5;2;1;0;4;5;5;2;;;;3;2;2;2;2;2;1;1;4;3;3;2;2;3;1;1;1;1;2;1;2;1
4351;6;1;2;6;62;5;1;1;3;3;8;3;1;1;2;3;;2;2;;2;2;1;1;2;2;2;1;2;2;1;9;1;1;2;5;1;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;2;4;3;2;5;;;;1;62;5;3;2;0;0;6;;;;3;3;4;2;3;3;3;5;4;3;1;3;;3;2;2;3;3;3;1;2;2;1;2;2
4352;6;2;1;3;83;12;4;1;6;2;7;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;10;5;;;;;1;2;;2;2;2;2;2;2;2;2;4;3;4;3;4;;;;1;83;12;4;4;2;0;3;2;3;4;;;;3;2;3;2;2;2;2;3;2;3;2;1;2;4;3;2;2;2;2;2;2;2
4353;6;1;2;7;93;1;5;6;8;3;1;5;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;150;1;;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;93;1;4;3;0;0;3;4;2;2;;;;2;2;2;2;2;2;1;1;4;5;3;2;2;2;2;2;2;2;2;2;2;2
4354;6;1;2;6;50;4;1;1;3;7;8;1;7;2;;3;;2;2;;1;2;1;1;1;2;2;1;2;2;2;8;1;2;1;1;1;1;1;1;1;10;1;;;;;0;2;2;2;2;3;2;2;2;2;2;3;3;3;2;3;;;;1;50;4;5;1;0;0;7;2;2;3;;;;2;2;2;1;1;3;3;1;4;2;3;2;1;2;2;1;2;1;2;2;2;1
4355;6;1;2;5;26;11;2;5;8;7;3;1;10;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;3;1;1;2;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;26;11;3;3;1;2;5;3;3;2;;;;3;2;2;2;2;3;3;1;3;3;3;1;2;3;1;2;1;1;1;1;3;1
4356;6;1;1;6;52;6;3;3;3;7;1;5;6;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;6;1;1;1;1;1;1;6;0;;;;;;0;3;;3;2;2;2;3;2;2;2;4;3;4;3;3;;;;2;69;11;8;2;0;0;6;3;5;1;;;;1;2;2;1;1;3;3;1;4;5;3;2;2;2;2;3;2;2;2;1;2;1
4357;6;1;1;1;74;11;2;4;6;1;3;2;1;1;3;3;;2;2;;1;2;2;1;2;2;2;2;2;2;2;6;2;6;1;1;1;1;1;1;5;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;74;11;5;2;0;0;5;;;;2;3;2;4;2;2;1;2;3;2;1;4;;1;2;1;2;2;1;1;1;1;1;1;2
4358;6;2;1;2;33;9;4;4;4;7;8;4;7;2;;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;6;2;1;2;2;1;1;1;2;5;120;2;;;;;3;2;;2;2;2;2;2;2;2;2;3;2;4;2;7;;;;1;33;9;6;2;0;0;6;3;2;2;;;;3;2;1;1;4;3;3;1;4;4;3;2;3;4;2;2;2;2;2;1;1;3
4359;6;2;2;7;59;5;4;2;3;3;1;3;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;3;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;59;5;6;5;3;0;6;3;3;1;;;;3;1;3;1;1;2;2;1;4;3;2;1;1;2;1;1;1;1;1;1;1;1
4360;6;1;1;8;44;7;1;1;6;3;1;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;2;3;2;2;6;6;6;540;4;;;;;25;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;44;7;4;2;0;0;3;3;2;2;;;;4;2;2;2;2;3;3;2;2;3;1;3;3;3;2;1;2;2;1;2;3;3
4361;6;1;2;5;87;9;1;1;3;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;3;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;1;3;4;2;3;4;3;;;;1;87;9;6;4;2;0;6;2;2;1;;;;2;1;2;1;1;2;1;1;4;2;3;2;2;2;2;1;2;2;2;1;2;2
4362;6;1;2;2;68;6;4;3;3;3;1;3;10;2;;3;;1;2;;2;2;2;2;1;2;2;2;2;2;2;7;2;2;4;1;2;2;1;2;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;4;3;2;;;;1;68;6;4;3;1;0;6;3;3;1;;;;2;1;2;1;1;3;4;1;3;3;1;3;2;2;2;2;3;1;2;1;1;3
4363;6;1;2;6;88;6;1;1;5;1;1;4;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;5;1;1;2;1;1;1;5;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;88;6;4;2;0;0;4;3;5;1;;;;3;2;2;1;1;2;2;1;4;3;2;3;2;3;2;2;2;2;2;1;2;2
4364;6;1;1;8;16;9;1;2;4;3;1;8;4;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;6;1;1;6;2;800;1;4;;;;20;4;;1;2;2;2;2;2;2;2;3;1;2;4;1;8;;;1;16;9;3;2;0;0;4;2;2;2;;;;2;2;1;1;1;2;2;1;1;2;2;1;1;3;4;1;1;1;2;1;1;1
4365;6;1;1;4;35;8;4;3;3;2;3;1;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;2;4;2;1;1;2;6;90;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;3;3;5;;;;1;35;8;3;2;0;0;5;2;3;5;;;;3;2;2;2;2;2;2;2;3;3;2;1;1;3;2;2;1;1;2;2;2;3
4366;6;2;1;4;29;8;1;4;4;3;4;3;8;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;2;1;1;1;1;6;60;2;;;;;0;4;;2;2;2;2;2;2;2;2;3;3;3;3;2;;;;1;29;8;3;2;1;0;5;;;;2;3;1;2;2;2;2;2;2;2;2;2;;4;2;2;4;2;3;2;2;2;1;2;2
4367;6;1;2;7;58;3;2;7;7;1;1;8;9;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;4;40;2;;;;;1;2;2;2;2;2;2;2;1;2;2;4;3;2;1;;;;;1;58;3;4;2;0;0;3;4;2;1;;;;2;1;2;1;2;2;5;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1
4368;6;1;2;5;96;12;1;6;8;3;1;7;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;3;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;96;12;4;5;3;0;4;4;5;1;;;;1;1;2;1;5;2;5;1;2;5;3;2;2;3;2;2;2;1;2;1;3;2
4369;6;2;1;1;88;6;3;8;8;1;4;1;6;2;;2;;2;2;;2;2;2;1;2;2;2;2;2;2;1;8;1;2;1;1;1;3;1;2;6;0;;;;;;0;2;;2;2;1;2;2;2;2;2;1;3;2;4;;;;;1;88;6;1;1;0;0;4;2;2;5;;;;2;1;2;1;2;3;4;1;1;2;5;3;2;2;3;1;1;1;2;1;1;3
4370;6;2;2;5;78;1;5;6;8;3;1;5;4;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;90;1;;;;;20;2;2;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;78;1;5;4;2;0;6;;;;;;;3;2;2;1;5;2;5;1;4;;3;2;1;3;2;2;1;1;1;2;3;2
4371;6;1;2;5;77;1;5;1;5;3;3;6;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;3;1;1;1;1;1;4;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;3;4;2;;;;1;77;1;6;4;1;0;5;2;3;2;;;;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2
4372;6;2;1;9;9;10;1;7;7;3;1;7;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;4;2;1;4;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;1;1;;;;;1;9;10;4;4;0;0;1;3;1;5;;;;2;2;2;1;1;3;5;2;4;2;2;2;3;3;2;3;3;3;2;2;3;3
4373;6;1;2;9;63;11;4;7;7;5;6;1;3;2;;3;;2;2;;2;2;1;2;1;1;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;1;1;2;3;3;2;2;3;2;2;2;4;3;1;4;;;;;1;63;11;6;2;0;1;5;2;2;1;;;;1;2;3;1;1;2;1;1;3;3;2;1;1;3;1;1;2;1;1;1;2;2
4374;6;1;2;3;26;11;1;4;4;1;3;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;3;1;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;7;;;;1;26;11;5;1;0;0;5;4;3;2;;;;4;5;3;1;1;3;2;1;4;4;1;1;1;4;2;1;2;1;2;3;3;4
4375;6;2;2;9;42;11;2;7;7;7;1;8;11;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;2;2;4;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;42;11;4;2;0;0;3;3;2;2;;;;3;2;3;1;2;2;2;1;4;3;2;1;1;3;1;1;1;1;1;1;1;2
4376;6;1;2;4;35;8;4;1;3;3;1;9;4;1;3;1;;1;1;37.3;2;2;1;1;1;2;2;2;2;2;1;6;2;4;4;3;2;3;3;2;5;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;35;8;5;4;2;0;6;;;;2;3;2;2;5;2;3;2;2;1;2;1;;3;2;2;1;2;3;2;3;2;4;3;3
4377;6;1;1;8;29;8;4;5;8;3;4;2;1;2;;3;;1;2;;2;2;2;2;2;2;2;2;1;2;2;9;2;4;1;1;1;1;1;2;5;45;2;3;;;;1;3;;2;2;2;2;2;1;1;1;4;4;4;4;;;;;1;29;8;8;2;0;0;6;5;2;1;;;;3;1;2;1;1;3;2;1;4;2;3;2;2;4;3;1;1;1;2;1;3;1
4378;6;1;2;8;56;8;2;5;8;3;2;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;6;1;3;600;1;3;;;;2;2;2;2;2;2;2;2;2;2;1;3;3;3;2;;;;;1;56;8;5;2;0;0;3;3;2;2;;;;3;3;2;1;2;3;1;1;1;2;3;1;1;2;2;3;4;1;3;1;4;1
4379;6;2;2;3;33;9;4;6;8;3;1;7;2;2;;4;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;1;1;1;2;2;0;;;;;;0;5;2;2;2;2;2;3;2;2;2;3;3;4;3;;;;;1;33;9;3;4;2;0;6;4;3;1;;;;2;1;2;2;1;2;2;1;2;3;3;1;2;3;3;1;1;2;2;2;2;1
4380;6;1;2;1;10;6;1;3;2;3;1;2;6;2;;3;;2;1;38.2;1;2;1;1;2;2;2;2;2;2;2;8;1;1;1;1;2;1;6;6;3;0;;;;;;50;4;2;2;2;1;2;2;2;2;2;2;1;1;3;1;;;;1;10;6;10;2;0;0;2;2;1;3;;;;2;3;2;5;5;4;3;1;2;2;3;1;2;2;1;1;2;2;2;1;2;1
4381;6;1;2;8;71;3;3;6;8;6;1;5;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;1;4;2;2;2;3;2;2;3;2;3;3;1;3;2;;;;;1;71;3;5;1;0;0;1;5;4;5;;;;1;2;5;1;5;2;5;1;2;2;3;1;1;3;1;1;1;2;2;2;3;1
4382;6;1;2;8;78;1;5;1;4;5;8;6;1;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;1;1;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;3;2;3;;;;1;78;1;3;1;1;0;6;3;2;1;;;;2;5;2;1;2;3;3;1;3;3;2;2;1;4;2;1;1;3;1;1;3;1
4383;6;2;1;4;42;11;3;4;6;2;2;5;7;2;;3;;2;2;;2;2;2;2;2;2;2;3;2;3;2;8;1;2;1;1;1;1;1;1;6;25;3;;;;;0;2;;2;2;2;2;2;2;2;2;3;4;4;3;7;;;;2;42;11;5;4;1;0;4;3;3;2;;;;4;2;5;1;1;3;2;1;4;3;2;2;2;4;3;2;2;3;2;2;3;2
4384;6;1;1;9;76;4;4;7;7;3;3;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;5;1;5;1;1;1;2;6;60;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;3;2;0;0;4;4;4;4;;;;4;3;2;1;1;1;2;1;4;3;1;2;1;3;1;1;1;1;1;1;3;2
4385;6;1;1;9;21;3;2;7;7;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;3;2;2;2;8;1;6;1;3;1;1;1;1;3;0;;;;;;0;4;;1;1;2;2;2;1;1;2;4;4;4;4;;;;;1;21;3;6;2;0;0;2;4;4;4;;;;5;1;2;2;1;3;2;2;2;4;3;1;1;4;1;1;1;1;1;1;1;1
4386;6;1;1;7;37;2;1;1;6;1;1;8;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;3;3;2;1;1;1;2;0;;;;;;0;3;;2;2;1;2;2;2;2;2;1;2;2;2;1;;;;1;37;2;3;1;1;0;2;4;3;3;;;;1;2;3;2;3;3;3;3;3;1;1;3;3;2;2;2;3;2;3;1;2;2
4387;6;1;2;1;6;12;4;8;8;1;1;5;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;1;1;1;1;1;2;6;90;4;;;;;3;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;6;12;6;5;0;0;6;3;3;1;;;;3;2;2;1;2;3;2;1;3;4;1;2;2;4;2;3;1;1;3;2;1;1
4388;6;1;2;4;16;9;4;3;2;3;6;5;10;2;;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;5;2;6;1;2;2;1;1;1;6;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;3;3;4;4;2;;;;1;16;9;8;6;4;0;5;3;4;2;;;;5;2;2;2;5;2;2;1;4;4;1;3;3;3;3;2;3;3;2;2;4;2
4389;6;1;2;1;29;8;1;8;8;1;3;4;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;6;1;2;5;1;1;5;60;1;;;;;5;2;2;3;2;2;2;2;2;2;2;3;4;4;3;;;;;2;49;7;1;2;0;0;6;2;5;1;;;;4;3;2;1;1;3;4;1;2;3;1;1;2;4;4;1;3;2;2;1;2;3
4390;6;1;2;9;60;5;3;7;7;2;8;1;2;2;;3;;2;2;;1;2;2;2;2;2;2;1;2;2;2;9;1;3;3;1;1;1;1;3;4;120;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;60;5;3;2;0;0;4;3;2;1;;;;4;1;2;1;1;3;2;1;3;3;2;1;1;3;1;1;1;1;1;1;2;1
4391;6;1;1;1;42;11;2;8;8;2;7;1;3;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;2;2;1;1;1;3;20;2;;;;;0;2;;2;2;2;2;2;2;2;2;3;4;4;2;;;;;1;42;11;;5;3;0;4;3;3;1;;;;3;2;2;2;1;2;2;1;4;3;2;1;1;2;2;2;1;1;1;2;2;1
4392;6;1;1;7;75;1;5;1;4;3;1;5;2;2;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;2;2;7;1;1;1;1;30;1;;;;;15;2;;2;2;2;2;2;2;2;2;3;3;4;3;5;;;;1;75;1;3;2;0;0;5;2;3;1;;;;3;2;1;1;1;1;1;1;3;3;3;1;1;2;2;1;1;2;1;1;2;1
4393;6;1;2;5;62;5;4;4;4;1;1;5;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;4;1;1;1;1;2;6;63;2;;;;;0;1;2;2;2;2;2;2;2;2;2;3;4;4;1;5;;;;1;62;5;3;1;0;0;5;4;3;1;;;;4;1;2;5;2;1;2;1;4;4;1;3;1;2;1;1;2;1;1;1;2;1
4394;6;1;2;6;95;1;5;3;2;3;1;2;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;1;2;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;4;4;4;2;3;;;1;95;1;5;3;0;0;6;5;5;2;;;;2;1;2;1;1;2;2;1;4;5;3;2;2;2;2;2;2;4;2;2;4;1
4395;6;1;2;5;90;3;3;1;4;1;1;9;8;2;;2;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;3;4;2;2;1;1;2;3;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;4;1;1;4;1;3;;;1;90;3;2;1;0;0;6;2;1;2;;;;2;1;2;1;2;2;2;2;3;2;3;2;4;3;1;1;2;2;4;2;3;1
4396;6;1;2;9;49;7;3;6;8;3;1;3;6;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;3;1;1;1;1;1;2;30;2;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;3;1;;;;;1;49;7;6;2;0;0;3;;;;4;4;1;2;1;2;1;1;2;1;1;4;;3;1;1;1;1;1;1;1;1;1;3;1
4397;6;1;2;6;33;9;4;1;4;7;8;7;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;9;1;1;1;1;1;1;6;6;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;8;;;1;33;9;4;2;0;0;5;5;5;1;;;;3;2;1;1;1;3;2;1;4;4;1;1;1;2;2;1;1;1;2;2;2;1
4398;6;2;2;1;38;11;1;8;8;1;4;1;3;3;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;8;2;2;1;1;2;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;38;11;7;6;3;0;4;;;;;;;3;2;2;1;1;2;1;1;4;;3;2;1;3;1;1;1;2;1;1;2;1
4399;6;1;1;9;11;10;2;7;7;2;9;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;2;2;0;;;;;;0;4;;2;2;2;2;2;2;2;2;3;4;4;4;;;;;1;11;10;4;2;0;0;3;2;1;2;;;;2;2;2;1;1;3;2;1;4;2;2;1;1;1;2;1;1;1;2;1;2;1
4400;6;1;1;1;63;11;1;8;8;1;5;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;2;2;2;2;2;3;0;;;;;;0;2;;2;2;1;2;2;2;2;2;3;4;4;3;;;;;1;63;11;8;3;0;1;6;2;2;2;;;;3;3;2;1;5;3;2;2;3;3;1;2;3;3;3;2;1;1;3;1;2;3
4401;6;1;2;9;69;11;4;1;4;3;1;7;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;2;1;1;1;2;4;50;2;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;;;;1;69;11;5;2;0;0;6;2;3;2;;;;3;1;2;2;2;2;1;2;4;4;2;1;2;3;1;1;3;1;2;1;1;2
4402;6;1;1;9;83;12;2;7;7;3;3;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;6;1;1;1;7;1;2;3;75;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;83;12;4;2;0;0;4;5;2;2;;;;4;2;2;2;1;2;2;1;5;2;1;2;1;2;2;5;2;2;1;1;5;2
4403;6;2;1;6;85;7;2;1;4;3;3;6;1;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;4;45;3;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;85;7;7;5;3;0;4;4;4;1;;;;2;1;1;1;2;2;2;1;4;3;2;2;2;2;2;1;1;1;1;1;3;2
4404;6;1;2;3;44;7;4;3;2;2;1;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;6;2;4;1;2;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;5;;;;1;44;7;7;2;0;0;7;5;5;1;;;;3;1;4;2;5;2;2;1;3;5;4;1;1;3;1;1;1;1;1;1;1;1
4405;6;1;1;7;17;9;2;3;3;7;1;3;10;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;3;2;1;1;2;1;60;4;;;;;5;2;;2;2;2;2;2;2;2;2;2;2;4;3;1;;;;1;17;9;5;2;0;0;6;1;3;2;;;;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;1;2
4406;6;1;1;7;74;11;4;2;4;4;5;1;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;2;2;2;1;1;2;6;60;2;;;;;0;2;;1;2;2;2;2;2;2;2;2;2;3;2;3;5;;;1;74;11;4;1;1;0;6;5;5;2;;;;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;2;1;2;2;2;2;1
4407;6;1;1;7;32;10;1;5;8;7;4;3;2;2;;3;;2;1;0.0;2;2;3;2;3;2;2;2;2;2;2;7;1;1;2;1;1;1;1;1;2;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;32;10;4;2;0;0;3;3;5;2;;;;3;2;5;1;2;2;2;1;4;3;2;1;1;1;2;1;1;1;1;1;2;1
4408;6;2;1;6;62;5;4;1;6;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;2;1;1;2;3;0;;;;;;0;4;;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;62;5;7;4;1;0;4;5;5;1;;;;4;2;2;1;2;3;1;2;3;2;3;1;1;1;2;1;1;1;1;1;1;1
4409;6;1;1;9;56;8;2;7;7;3;1;6;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;2;3;1;;;;;1;56;8;5;2;0;0;6;5;5;3;;;;3;2;1;2;2;2;2;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1
4410;6;1;1;1;37;2;4;8;8;1;1;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;2;1;1;1;1;1;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;37;2;5;2;0;0;4;3;5;2;;;;2;2;2;1;5;3;5;1;4;5;3;2;1;1;1;1;1;1;2;1;2;1
4411;6;1;2;8;34;10;4;6;8;3;1;6;9;3;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;9;2;3;2;1;2;1;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;34;10;8;2;0;0;5;;;;;;;2;2;2;2;2;4;2;1;4;;3;1;2;3;2;2;1;2;3;1;3;2
4412;6;1;1;4;42;11;4;1;6;3;7;1;5;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;120;1;2;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;42;11;4;3;1;0;3;5;5;5;;;;5;2;2;2;2;2;2;2;2;5;3;2;2;3;2;3;2;3;3;3;2;2
