SERIAL;JOURV4;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C3BIS;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D30_0;D30_1;D30_2;D30_3;D30_4;D31_0;D31_1;D31_2;D32_0;D32_1;D32_2;D33_0;D33_1;D33_2;D33_3;D33_4;D33_5;D33B_0;D33B_1;D33B_2;D33B_3;D34_0;D34_1;D35;D36;D37_0;D37_1;D37_2;D38_0;D38_1;D38_2;D38_3;D39;D40_0;D40_1;D40_2;D41_0;D41_1
4475;4;2;1;3;68;6;1;4;5;3;2;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;6;1;1;2;1;1;1;6;0;;;;;;0;2;;1;2;2;2;2;3;2;2;2;2;3;3;2;1;7;;;;1;68;6;4;2;0;0;3;1;6;5;6;3;;;;;;;;;;;;;3;1;;4;3;3;5;5;3;1;4;2;1;1;1;4;1;2;2;4;4
4476;4;1;2;10;78;1;1;7;7;5;2;1;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;3;5;4;1;1;1;1;1;40;2;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;;1;78;1;4;1;0;0;5;1;1;3;1;1;;;;;;;;;;;;;5;;;4;4;3;5;3;2;1;2;2;2;1;1;4;2;2;2;3;3
4477;4;1;2;9;69;11;1;7;7;3;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;1;2;1;1;6;2;4;30;2;;;;;0;3;2;1;1;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;69;11;5;2;0;0;6;1;1;1;6;1;;;;;;;;;;;;;5;;;5;2;2;5;5;2;1;3;1;1;1;1;4;1;2;4;4;4
4478;4;2;2;1;35;8;4;8;8;7;1;4;5;1;4;;2;;2;2;;2;1;2;2;1;2;2;2;2;2;2;9;1;1;1;1;2;1;1;1;1;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;;2;51;6;2;2;0;0;5;1;1;1;1;1;;;;;;;;;;;;;5;;1;3;2;2;2;3;3;1;2;1;1;1;1;4;1;3;4;3;4
4479;4;1;2;6;39;3;1;1;4;1;1;2;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;4;4;1;1;1;1;6;300;1;4;;;;8;2;2;4;2;2;2;2;2;2;2;2;4;2;4;3;3;3;;;;1;39;3;5;1;0;0;5;1;5;3;1;3;;;;3;3;3;2;3;5;1;1;5;;;;;3;3;4;5;4;2;3;2;1;2;2;4;1;1;4;4;4
4480;4;3;2;10;92;1;5;7;7;5;4;3;1;2;;4;3;;2;2;;2;2;2;2;1;1;2;2;2;2;2;9;1;2;1;1;2;1;1;2;2;60;2;;;;;0;3;2;4;2;2;2;2;3;2;3;2;2;2;3;2;3;;;;;1;92;1;2;1;0;1;6;5;6;3;6;1;;;;;;;;;;;;;5;;;4;2;2;5;5;3;1;2;2;2;1;1;4;1;1;4;2;2
4481;4;3;1;10;56;8;1;7;7;7;8;1;4;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;1;3;90;2;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;56;8;6;2;0;0;5;1;2;6;1;1;;;;;;;;;;;;;5;;;4;2;2;5;5;2;1;2;1;1;1;1;4;2;2;3;4;4
4482;4;2;2;4;82;10;1;1;4;7;1;8;5;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;3;2;2;9;1;3;2;1;1;1;1;2;4;180;4;;;;;0;2;2;3;2;2;3;2;2;3;2;2;3;3;4;4;3;3;;;;1;82;10;5;3;1;0;5;1;2;2;1;1;;;;3;3;1;3;5;6;5;5;3;;;;;2;2;3;4;3;3;3;1;1;1;1;4;2;2;3;4;4
4483;4;2;2;10;29;8;3;7;7;3;1;5;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;2;2;4;1;2;2;2;2;2;2;2;1;1;1;1;1;;;;;1;29;8;6;2;0;1;5;1;1;1;1;1;;;;;;;;;;;;;6;;;5;2;2;5;5;4;1;3;1;1;1;1;4;1;1;4;4;4
4484;4;1;1;7;69;11;3;3;2;2;3;6;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;1;1;1;1;2;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;4;4;4;4;4;2;;;;1;69;11;4;4;2;0;6;1;1;2;1;1;;;;;;;5;5;5;5;5;5;;;;;2;2;5;5;4;1;4;1;1;1;1;2;3;2;2;4;4
4485;4;2;1;7;93;1;5;1;4;3;7;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;4;6;4;540;4;;;;;20;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;93;1;4;5;3;0;3;5;2;3;2;1;1;1;1;;;;5;5;5;5;5;1;;;;;2;6;5;4;2;1;1;1;1;1;1;4;1;2;3;4;4
4486;4;1;1;9;7;11;4;7;7;3;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;60;1;;;;;3;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;7;11;5;3;1;0;4;1;5;2;2;2;;;;;;;;;;;;;5;;;5;2;2;4;5;3;2;3;2;2;1;2;4;2;2;3;4;4
4487;4;3;1;8;74;11;1;3;4;1;7;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;2;2;1;1;1;2;3;90;1;;;;;0;3;;1;2;2;2;2;2;2;2;2;3;3;4;1;3;1;2;;;1;74;11;4;1;0;0;1;1;1;2;1;2;3;1;1;;;;4;4;1;5;1;5;;;;;4;3;5;5;3;1;3;1;1;1;1;4;2;2;2;2;4
4488;4;1;2;10;62;5;2;7;7;6;2;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;1;1;1;1;1;0;;;;;;0;4;2;4;1;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;62;5;4;1;0;0;1;3;3;3;3;3;;;;;;;;;;;;;3;;;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2
4489;4;2;2;3;18;2;3;4;8;2;1;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;6;1;1;1;1;6;0;;;;;;0;5;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;18;2;3;2;0;0;4;5;3;1;6;2;;;;;;;;;;;;;5;1;;5;3;3;6;5;3;2;3;1;1;1;1;4;3;2;2;3;4
4490;4;1;1;10;20;12;2;7;7;3;6;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;3;2;2;4;1;1;6;2;2;0;;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;3;4;;;;;1;20;12;5;2;0;2;3;1;1;1;1;1;;;;;;;;;;;;;5;;;5;3;3;5;4;2;1;1;1;1;1;1;2;3;3;1;2;2
4491;4;1;1;10;94;1;5;7;7;2;6;9;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;;4;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;94;1;6;2;0;0;3;1;1;2;1;1;;;;;;;;;;;;;5;;;6;2;2;5;5;3;2;3;2;1;1;2;3;3;2;2;3;3
4492;4;1;2;10;54;6;1;7;7;5;2;8;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;2;4;60;1;;;;;5;3;2;4;2;2;2;2;2;2;2;2;4;3;3;3;1;;;;;1;54;6;4;1;0;1;4;1;6;2;6;1;;;;;;;;;;;;;6;;;3;2;2;3;5;2;2;3;2;1;1;1;3;2;2;3;3;3
4493;4;1;1;10;76;4;4;7;7;5;7;6;10;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;5;1;1;1;2;1;5;5;120;1;2;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;76;4;6;2;0;0;6;1;1;2;1;1;;;;;;;;;;;;;5;;;5;4;3;6;5;4;2;3;4;1;1;2;4;3;3;2;1;2
4494;4;1;1;10;16;9;1;7;7;3;4;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;1;1;1;1;1;3;0;;;;;;0;3;;4;2;2;2;2;2;1;2;3;4;4;4;3;4;;;;;1;16;9;6;2;0;0;3;1;5;3;5;3;;;;;;;;;;;;;5;;;6;3;3;5;4;3;2;2;1;1;1;1;3;3;3;2;2;2
4495;4;1;1;10;20;12;2;7;7;3;3;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;2;1;1;1;2;6;0;;;;;;0;4;;1;1;2;2;2;2;2;2;2;4;3;3;4;3;;;;;1;20;12;5;2;0;0;4;1;1;2;1;2;;;;;;;;;;;;;5;;;5;3;2;5;5;3;1;3;1;1;1;1;4;3;3;3;3;3
4496;4;1;2;1;75;1;5;1;3;1;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;1;6;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;75;1;6;5;0;0;6;1;1;1;1;1;;;;1;1;1;3;5;5;3;5;2;;;;;1;1;3;5;3;3;3;1;1;1;1;4;2;2;3;3;3
4497;4;2;1;5;85;7;2;4;6;1;1;2;6;2;;2;1;;2;2;;3;3;3;3;3;3;3;3;3;2;3;8;1;2;1;1;1;1;1;1;4;5;5;;;;;0;2;;1;2;2;2;2;2;3;2;2;2;1;1;1;1;5;;;;1;85;7;3;3;2;0;3;1;6;1;1;1;;;;3;1;1;;;;;;;4;1;;5;2;2;2;5;2;2;3;2;1;1;1;4;1;2;4;4;4
4498;4;1;1;10;75;1;5;7;7;3;6;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;3;1;1;1;1;1;2;2;30;1;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;75;1;4;2;0;2;6;5;1;2;1;1;;;;;;;;;;;;;5;;;5;2;2;5;5;2;1;2;1;1;1;1;4;2;1;3;4;4
4499;4;1;2;2;37;2;1;1;3;7;1;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;5;1;1;1;1;1;5;90;5;;;;;0;3;2;4;2;2;2;2;2;2;2;2;4;3;4;3;2;3;;;;1;37;2;5;2;0;0;6;1;1;2;1;1;;;;1;1;1;5;5;2;5;5;5;;;;;2;2;5;5;3;1;3;1;1;1;1;4;2;2;3;3;3
4500;4;1;1;10;86;9;1;7;7;3;1;3;8;2;;2;3;;2;2;;1;2;1;2;2;2;2;2;2;1;2;8;2;2;4;3;1;1;1;1;2;120;4;5;;;;1;4;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;86;9;8;2;0;0;5;1;1;2;1;1;;;;;;;;;;;;;3;;;5;3;3;5;4;2;1;1;1;1;1;1;4;2;2;4;4;3
4501;4;1;2;9;29;8;3;7;7;5;3;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;1;1;1;2;5;58;2;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;1;4;4;;;;;1;29;8;5;2;0;0;6;5;6;2;1;1;;;;;;;;;;;;;5;;;5;2;2;5;5;3;2;3;2;1;1;2;4;2;2;3;4;4
4502;4;1;2;10;6;12;4;7;7;1;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;2;2;3;4;2;1;1;2;5;120;1;2;;;;4;4;2;4;2;2;2;2;2;3;3;3;4;4;4;4;3;;;;;1;6;12;4;1;0;1;6;5;6;2;1;1;;;;;;;;;;;;;5;;;5;3;2;5;5;3;4;2;1;1;1;1;2;2;2;2;2;2
4503;4;1;1;10;59;5;4;7;7;3;10;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;5;3;3;1;1;3;5;105;1;2;;;;7;4;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;59;5;11;3;0;0;1;1;5;2;3;2;;;;;;;;;;;;;3;;;5;3;2;5;5;4;2;4;4;1;1;1;4;2;1;4;1;1
4504;4;2;1;10;91;1;5;7;7;5;2;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;6;6;1;1;1;1;2;0;;;;;;0;2;;4;2;2;2;2;2;3;2;2;4;4;4;4;4;;;;;1;91;1;4;1;0;1;4;5;5;2;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;3;2;4;1;1;1;1;3;4;4;2;3;3
4505;4;3;2;10;74;11;4;2;5;5;8;1;4;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;1;2;3;180;1;2;;;;0;3;2;1;2;2;2;2;2;2;2;2;4;4;4;4;2;6;;;;1;74;11;3;1;0;1;4;4;5;2;1;1;;;;3;3;1;5;5;6;6;6;6;;;;;3;3;5;5;3;1;3;2;1;1;1;3;2;2;3;2;2
4506;4;2;2;7;6;12;4;1;3;1;1;5;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;60;1;;;;;0;2;2;4;2;2;2;2;2;2;2;2;2;2;2;3;1;2;;;;1;6;12;3;2;1;0;6;5;1;2;2;1;;;;;;;3;5;1;5;5;5;;;;;2;2;5;4;3;1;3;1;1;1;1;4;1;2;3;4;4
4507;4;2;2;4;66;10;2;1;4;3;1;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;4;0;;;;;;0;3;2;5;2;2;3;2;2;2;2;2;3;3;4;3;4;3;;;;1;66;10;5;3;1;0;6;1;1;2;2;1;;;;1;1;1;5;5;5;5;5;5;;;;;2;2;5;5;3;2;3;1;1;1;2;3;2;2;3;3;3
4508;4;1;1;10;94;1;5;6;8;3;1;10;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;5;2;2;2;1;1;2;2;20;1;;;;;0;3;;4;2;2;2;2;2;1;2;2;3;2;2;3;2;;;;;1;94;1;4;2;0;1;5;2;2;2;2;1;;;;;;;;;;;;;3;;;2;2;2;5;5;3;2;4;1;2;1;1;3;3;2;3;3;3
4509;4;1;1;6;17;9;2;3;2;2;1;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;4;1;1;1;6;1;6;0;;;;;;6;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;7;;;;1;17;9;5;6;4;0;5;2;1;6;1;1;;;;;;;4;4;6;1;1;6;;;;;2;3;5;5;1;1;1;1;1;1;1;4;2;1;3;3;3
4510;4;1;2;9;6;12;4;7;7;5;10;1;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;1;1;1;1;2;120;1;;;;;5;4;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;6;12;5;2;0;0;4;1;1;2;1;1;;;;;;;;;;;;;5;;;5;2;2;5;4;3;1;2;1;1;1;1;4;2;2;3;3;2
4511;4;1;1;10;33;9;2;7;7;2;1;7;6;2;;2;3;;1;2;;3;3;3;3;3;3;3;3;3;3;3;6;1;1;1;1;1;1;1;1;3;120;5;;;;;1;4;;4;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;33;9;7;2;0;1;6;1;1;1;1;1;;;;;;;;;;;;;6;;;6;2;2;5;5;2;2;2;5;5;5;5;3;3;3;3;3;3
4512;4;1;1;10;12;10;2;7;7;3;6;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;5;3;1;2;2;3;240;4;;;;;20;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;12;10;5;2;0;0;2;1;1;2;1;1;;;;;;;;;;;;;5;;;5;2;2;5;5;3;1;3;1;1;1;1;3;3;3;2;4;3
4513;4;1;2;6;49;7;1;3;2;1;1;2;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;60;1;;;;;15;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;5;;;;1;49;7;3;1;0;0;4;1;5;2;3;2;;;;3;3;1;1;4;1;1;1;5;;;;;3;4;6;5;4;2;4;2;2;2;3;3;2;1;3;2;2
4514;4;2;2;10;63;11;4;7;7;5;1;4;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;2;60;2;;;;;0;2;2;4;2;2;2;2;2;2;3;2;3;3;3;3;3;;;;;1;63;11;3;1;0;0;5;5;1;3;1;2;;;;;;;;;;;;;3;;;5;3;3;5;5;2;1;2;2;1;1;2;4;2;2;3;4;4
4515;4;1;1;10;30;10;3;7;7;5;3;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;2;1;1;1;1;4;0;;;;;;0;4;;4;2;2;2;2;2;1;2;1;3;4;4;2;3;;;;;1;30;10;2;1;0;0;5;5;5;3;5;2;;;;;;;;;;;;;5;;;5;3;4;5;5;3;2;3;1;1;1;1;4;2;2;3;3;3
4516;4;2;1;6;27;4;1;1;4;3;1;8;6;2;;2;2;;2;2;;2;2;2;2;2;2;2;1;2;2;2;9;1;2;2;2;1;1;2;3;6;0;;;;;;0;4;;4;2;2;2;2;2;2;2;2;4;3;4;4;3;1;;;;1;27;4;7;5;3;0;4;1;3;2;2;2;3;1;1;;;;5;5;5;3;2;5;;;;;3;2;5;5;2;2;3;1;1;1;1;4;2;2;3;3;3
4517;4;1;1;10;75;1;5;7;7;7;1;8;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;1;1;1;2;2;60;1;2;3;;;0;3;;4;2;2;2;2;2;1;2;2;3;3;3;3;3;;;;;1;75;1;4;2;0;0;5;5;6;2;2;2;;;;;;;;;;;;;5;;;3;2;2;3;5;2;2;2;1;1;1;1;4;2;2;3;4;4
4518;4;1;1;10;27;4;1;7;7;3;6;1;4;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;2;2;45;1;;;;;2;3;;4;2;2;2;2;2;2;2;2;2;3;3;2;2;;;;;1;27;4;6;2;0;0;5;1;1;3;2;1;;;;;;;;;;;;;5;;;4;2;2;5;5;3;1;2;1;1;1;1;4;3;3;2;3;3
4519;4;1;2;10;38;11;4;7;7;5;3;5;10;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;3;1;3;1;1;1;2;3;210;4;;;;;0;3;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;38;11;6;1;0;0;6;1;1;1;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;4;1;3;1;1;1;1;4;3;2;2;4;4
4520;4;1;2;10;56;8;2;7;7;5;5;4;2;2;;4;3;;2;2;;2;3;2;2;2;2;2;1;2;2;2;7;1;2;1;1;1;7;7;7;2;0;;;;;;0;2;2;4;2;2;3;2;2;3;2;2;3;5;3;4;2;;;;;1;56;8;3;1;0;1;5;1;1;2;1;1;;;;;;;;;;;;;5;;;6;2;2;5;5;2;1;2;1;1;1;1;4;2;2;3;3;4
4521;4;1;1;10;94;1;5;7;7;1;8;6;1;1;2;;3;;2;2;;2;2;1;1;2;2;2;1;2;2;1;7;3;5;2;5;1;1;2;1;2;90;1;;;;;30;2;;4;2;2;2;2;2;2;1;2;4;4;4;3;3;;;;;1;94;1;4;1;0;1;2;1;1;1;1;1;;;;;;;;;;;;;5;;;5;2;2;3;5;3;3;3;1;1;1;2;3;2;2;2;2;2
4522;4;2;1;10;69;11;2;7;7;3;10;1;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;0;;;;;;0;4;;4;2;2;2;2;2;2;2;2;3;4;3;4;3;;;;;1;69;11;9;2;0;1;6;1;1;1;1;1;;;;;;;;;;;;;3;;;1;2;3;5;4;1;1;2;1;1;1;1;4;2;2;3;4;4
4523;4;2;2;2;13;12;4;1;3;1;6;8;9;2;;2;3;;2;2;;2;2;2;2;3;2;2;2;2;2;2;8;1;4;1;2;1;1;1;1;6;0;;;;;;0;2;2;4;2;2;1;2;2;2;2;2;2;1;2;2;2;3;;;;2;78;1;1;2;0;0;6;1;5;4;5;2;;;;3;3;3;2;2;5;2;2;5;;;;;2;1;6;3;3;2;4;2;1;1;1;3;2;2;3;4;4
4524;4;1;2;9;74;11;4;7;7;6;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;4;2;1;1;1;1;3;0;;;;;;0;2;2;1;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;74;11;2;1;0;0;4;5;1;1;5;1;;;;;;;;;;;;;5;;;5;3;3;5;5;2;1;2;1;1;1;1;1;4;4;1;2;2
4525;4;2;1;10;35;8;4;7;7;5;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;3;2;2;1;1;1;6;0;;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;35;8;5;1;0;0;6;1;1;2;1;1;;;;;;;;;;;;;5;;;5;3;2;5;5;1;2;2;1;1;1;1;3;2;2;3;3;3
4526;4;1;2;10;81;10;2;7;7;6;1;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;4;1;1;1;1;1;4;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;3;3;4;3;4;;;;;1;81;10;5;1;0;1;5;1;1;5;1;5;;;;;;;;;;;;;5;;;5;2;2;4;5;2;2;3;1;1;1;1;3;2;3;2;3;4
4527;4;1;2;10;34;10;3;7;7;5;1;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;6;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;34;10;2;1;0;1;4;2;1;1;6;1;;;;;;;;;;;;;5;;;6;3;3;6;5;3;1;3;1;1;1;1;4;2;2;4;4;4
4528;4;3;1;10;86;9;2;7;7;3;2;1;10;1;3;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;5;5;1;1;1;1;4;0;;;;;;0;4;;4;1;2;2;2;3;1;2;2;1;1;1;1;1;;;;;1;86;9;7;2;0;0;3;1;1;2;1;1;;;;;;;;;;;;;5;;;5;2;2;4;5;4;1;4;1;1;1;1;4;2;1;3;2;1
4529;4;1;2;9;38;11;4;1;3;1;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;2;6;2;1;1;2;6;15;1;;;;;5;5;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;38;11;2;1;0;0;6;5;5;6;1;1;;;;3;3;3;2;2;6;5;5;6;;;;;2;2;5;5;3;2;3;3;2;2;2;3;3;3;3;3;3
4530;4;1;2;10;64;9;2;7;7;5;1;2;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;2;1;1;1;2;1;45;1;;;;;0;2;2;4;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;64;9;4;1;0;1;5;5;1;6;1;1;;;;;;;;;;;;;5;;;5;3;3;4;5;2;2;2;1;1;1;1;4;2;2;3;4;4
4531;4;2;2;9;38;11;1;7;7;5;6;3;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;5;1;1;1;1;1;2;2;60;2;;;;;0;4;2;4;1;1;2;2;3;2;1;1;3;3;3;1;4;;;;;1;38;11;4;2;0;0;5;1;1;2;1;1;;;;;;;;;;;;;5;;;3;3;3;4;5;4;2;4;2;1;1;1;4;2;2;3;4;4
4532;4;2;2;1;75;1;5;8;8;2;10;3;4;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;2;2;3;1;2;1;1;1;6;45;1;;;;;50;2;2;4;2;2;2;2;2;2;2;2;3;4;4;3;4;;;;;1;75;1;2;2;0;0;6;5;5;4;4;2;;;;;;;;;;;;;2;;5;5;2;2;4;5;2;2;2;1;1;1;1;4;2;3;4;3;3
4533;4;1;1;10;10;6;2;7;7;3;2;6;1;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;3;3;1;1;1;1;3;0;;;;;;0;4;;4;2;2;2;2;2;2;2;2;2;1;4;4;3;;;;;1;10;6;5;2;0;2;4;1;6;1;6;1;;;;;;;;;;;;;5;;;5;2;2;4;5;3;1;3;2;1;2;2;3;3;3;3;2;2
4534;4;1;1;10;67;6;2;7;7;3;8;9;2;1;6;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;2;60;1;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;67;6;5;2;0;0;4;1;5;2;5;2;;;;;;;;;;;;;5;;;5;2;2;4;4;1;1;1;1;1;1;1;3;2;2;3;4;4
4535;7;1;1;10;75;1;5;7;7;5;1;3;4;2;;2;3;;2;2;;1;1;2;2;2;2;2;2;2;2;2;7;2;2;2;4;1;2;2;1;4;120;1;2;;;;0;4;;4;1;2;2;2;2;2;2;2;4;3;3;4;3;;;;;1;75;1;3;1;0;1;6;2;6;3;2;2;;;;;;;;;;;;;5;;;2;2;2;5;5;2;2;3;2;1;2;1;3;3;3;2;3;3
4536;4;1;2;10;92;1;5;7;7;1;10;9;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;6;6;1;3;1;2;2;5;150;1;;;;;0;5;2;4;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;;1;92;1;3;2;0;0;6;5;1;2;1;1;;;;;;;;;;;;;4;;;5;4;4;5;5;4;1;3;1;1;1;1;1;4;1;2;1;1
4537;4;2;2;1;83;12;4;3;3;2;8;3;1;2;;2;3;;2;2;;2;2;2;3;2;2;2;2;2;2;2;8;2;1;1;1;1;1;1;1;4;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;83;12;4;4;0;0;6;5;4;3;1;2;;;;1;1;1;4;4;2;5;5;5;;;;;2;3;3;3;2;2;2;1;1;1;1;4;2;2;2;2;2
4538;4;1;2;1;31;10;4;8;8;2;4;9;10;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;2;4;2;3;2;1;1;1;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;4;3;4;3;2;;;;;1;31;10;2;2;0;2;5;1;6;4;2;1;;;;;;;;;;;;;5;;5;5;2;2;6;5;4;3;4;1;1;2;1;4;1;1;3;4;4
