SERIAL;JOURV7;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D60A;D60;D61;D62_0;D62_1;D62_2;D63;ALEAD65;D65;D66;ALEAD70;D70;D71;D67;D68_0;D68_1;D68_2;D68_3;D68_4;D68_5;D68_6;D68_7;D68_8;D69_0;D69_1;D69_2;D69_3;D69_4;D69_5;D69_6;D69_7
1877;2;1;2;2;38;11;4;1;4;1;10;1;8;2;;2;2;;2;2;;2;2;2;1;1;2;2;1;1;2;2;10;1;1;1;1;1;1;2;2;1;540;1;35;;;1;0;1;3;2;2;2;2;2;2;2;2;2;2;2;4;2;3;;;;1;38;11;3;1;0;0;6;3;6;2;1;1;4;4;2;2;;3;2;;1;2;1;2;2;2;2;2;2;3;3;1;1;1;1;1;1;1;1
1878;2;1;2;3;80;5;2;1;4;3;2;5;6;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;2;2;2;2;2;2;1;2;2;0;5;;;;0;1;1;2;2;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;1;80;5;5;6;4;0;6;4;5;1;1;2;3;3;2;1;1;;2;;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;3;3;3
1879;2;1;1;5;75;1;5;5;8;2;4;7;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;2;1;2;3;2;360;4;;52;12;2;0;0;3;;2;2;2;2;2;3;2;2;4;4;3;4;;;;;1;75;1;5;4;2;0;6;2;1;1;1;1;4;3;1;1;3;;1;3;;2;1;1;1;1;1;1;1;1;1;5;5;5;4;5;4;5;3
1880;2;2;1;1;74;11;4;8;8;2;3;7;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;1;2;5;120;15;;20;60;1;0;0;1;;2;2;2;2;2;2;2;2;4;3;3;3;;;;;2;39;3;5;3;0;0;6;2;4;1;1;2;2;1;2;2;;3;2;;3;2;2;4;2;2;3;3;4;1;4;5;3;4;5;3;1;1;3
1881;2;1;2;3;14;4;4;1;4;1;8;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;2;2;1;1;3;3;420;10;;;60;0;1;5;4;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;14;4;2;1;0;0;6;5;2;1;1;2;3;2;1;1;3;;2;;4;1;1;2;2;3;2;2;1;2;3;2;3;1;2;1;3;5;4
1882;2;1;1;5;21;3;1;1;3;3;9;5;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;2;2;1;2;4;1;540;30;;29;;2;1;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;21;3;7;3;1;0;5;2;4;1;1;2;3;2;1;2;;3;2;;3;2;1;1;1;3;2;2;2;2;3;4;5;4;4;3;4;4;4
1883;2;1;2;7;91;1;5;1;3;1;1;4;9;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;3;1;1;1;1;1;2;3;90;1;;;;0;1;0;5;2;2;3;3;3;3;3;3;3;3;3;3;3;3;;;;1;91;1;3;1;0;0;5;1;6;1;2;2;1;1;2;1;3;;1;4;;2;3;5;5;5;5;3;3;3;5;2;2;2;2;1;2;5;1
1884;2;2;1;5;85;7;2;1;6;3;6;3;8;2;;2;3;;2;2;;2;2;1;2;1;2;2;2;2;2;2;7;2;3;2;3;3;1;1;2;2;570;7;;45;69;1;3;6;3;;2;2;3;3;3;2;2;2;3;4;4;3;1;;;;1;85;7;6;5;3;0;3;;4;1;1;2;3;1;2;2;;2;1;4;;1;2;2;2;3;2;3;4;3;2;2;2;2;2;2;1;2;3
1885;2;1;1;8;26;11;2;1;3;2;2;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;4;1;720;1;58;;;0;1;20;3;;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;26;11;6;2;0;0;6;1;5;1;1;3;3;2;1;2;;3;2;;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2
1886;2;2;2;6;17;9;3;4;5;4;2;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;2;4;1;1;2;2;280;5;;35;50;4;0;0;3;2;2;1;2;2;2;2;2;2;2;3;3;1;5;;;;1;17;9;4;2;1;0;3;;6;2;1;2;3;1;2;1;3;;1;4;;2;2;3;3;3;3;3;3;3;4;4;5;3;4;3;2;5;3
1887;2;1;1;10;87;9;4;7;7;3;6;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;1;130;3;;40;;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;87;9;9;2;0;2;5;5;4;1;1;2;2;3;2;2;;3;1;1;;2;2;2;2;3;3;3;2;4;3;1;3;1;1;1;1;5;2
1888;2;1;2;1;68;6;4;2;3;3;1;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;1;2;1;1;2;2;60;20;;30;55;1;1;5;2;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;68;6;6;3;0;0;7;;6;1;1;1;4;2;2;1;3;;2;;4;2;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;2;5
1889;2;2;1;6;30;10;2;1;4;3;2;7;1;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;2;1;150;3;;;;0;0;1;4;;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;30;10;6;5;3;0;4;;6;2;1;2;3;3;1;2;;3;2;;4;2;3;3;3;3;3;3;3;3;3;2;3;1;2;1;3;3;2
1890;2;3;2;10;69;11;4;7;7;3;8;5;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;3;2;1;1;2;2;120;1;75;;;1;1;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;69;11;5;2;0;2;5;4;2;2;1;2;2;1;1;2;;4;2;;2;2;2;2;3;3;4;3;3;3;4;3;2;2;1;3;2;2;3
1891;2;2;1;4;43;11;1;1;4;1;6;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;2;1;1;2;3;150;12;;42;;2;2;0;3;;2;2;2;2;2;2;2;2;2;2;3;3;4;;;;1;43;11;4;1;0;0;5;5;4;1;1;1;1;2;1;2;;3;1;4;;2;2;3;3;4;3;3;2;3;3;2;1;2;1;1;1;1;3
1892;2;1;2;6;35;8;2;1;5;3;1;8;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;3;1;2;6;1;210;20;;;;0;3;30;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;35;8;6;3;0;0;3;;6;1;1;2;2;2;2;2;;3;2;;1;2;3;3;3;3;3;3;3;3;3;1;2;1;1;1;1;2;1
1893;2;1;1;10;66;10;2;7;7;3;8;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;2;2;1;1;3;2;720;3;;73;30;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;66;10;4;2;0;2;4;;6;1;1;2;3;2;1;2;;3;2;;3;2;1;1;2;2;2;2;2;2;3;2;3;1;1;1;2;1;1
1894;2;2;2;3;59;5;4;1;3;7;4;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;2;2;2;2;1;2;2;90;1;30;;;0;1;0;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;;;;1;59;5;3;2;0;0;6;5;2;1;1;2;2;2;1;1;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;4;2
1895;2;2;1;6;37;2;2;1;6;3;1;10;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;0;0;;;;1;0;1;3;;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;37;2;7;4;2;0;3;;3;1;1;1;4;1;1;2;;2;2;;1;2;1;2;2;4;2;2;2;2;3;2;3;2;2;1;2;1;3
1896;2;1;1;9;26;11;4;7;7;3;3;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;4;3;1;2;2;2;2;4;120;0;;;;2;0;0;4;;2;2;2;2;2;1;2;2;4;3;1;3;;;;;1;26;11;4;2;0;0;4;;3;1;1;2;3;2;2;2;;3;1;3;;1;2;2;2;2;2;2;2;2;2;4;4;4;4;3;5;5;5
1897;2;2;1;4;69;11;4;3;2;1;1;5;8;1;2;;3;;2;2;;2;2;3;2;2;3;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;240;2;;50;50;4;2;0;3;;2;2;1;2;2;2;2;2;4;3;3;3;5;;;;1;69;11;3;1;0;0;6;5;6;2;1;2;2;2;2;2;;2;2;;5;2;1;2;2;4;1;4;2;4;3;1;1;1;1;1;1;1;1
1898;2;2;1;5;93;1;5;1;4;3;7;1;11;2;;1;3;;1;2;;2;2;1;2;1;2;2;1;2;1;1;7;2;1;1;1;1;1;2;3;1;420;5;;35;;2;3;0;2;;2;2;2;2;2;2;2;2;3;4;3;4;4;;;;1;93;1;5;2;2;0;4;;3;2;1;2;3;3;1;2;;2;2;;1;2;1;2;4;4;2;2;2;4;4;3;4;3;1;3;3;4;2
1899;2;1;2;10;80;5;2;7;7;3;1;4;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;60;20;;;;0;0;0;3;2;2;2;2;2;2;1;2;2;4;2;2;4;;;;;1;80;5;4;2;0;0;4;;6;2;1;2;3;1;1;1;3;;1;3;;2;2;4;4;4;4;4;4;4;4;2;2;1;1;1;1;2;2
1900;2;1;1;2;59;5;2;8;8;1;2;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;2;1;2;1;2;1;2;0;0;;;;1;0;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;59;5;6;3;0;0;6;1;2;1;1;2;3;2;2;2;;3;1;2;;2;2;2;2;3;2;3;3;2;3;2;3;2;1;2;2;2;2
1901;2;2;2;1;71;3;3;8;8;1;1;5;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;1;1;1;2;1;1;2;1;120;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;71;3;4;3;0;0;6;2;4;2;1;2;3;2;1;1;3;;2;;1;2;2;2;2;3;2;2;3;3;3;2;1;2;1;2;3;4;2
1902;2;1;1;5;75;1;5;1;6;1;1;8;10;1;5;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;4;2;1;3;3;3;420;10;;30;45;1;1;1;3;;2;2;1;2;2;2;2;2;2;2;1;2;2;;;;1;75;1;3;2;0;1;5;1;2;2;2;2;2;1;2;2;;1;2;;2;1;2;2;2;2;2;1;2;2;1;2;2;2;3;2;3;2;2
1903;2;1;2;1;59;5;4;1;5;1;10;1;8;1;3;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;240;1;25;;;2;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;59;5;2;2;0;0;6;5;6;1;1;1;4;1;2;2;;1;2;;1;1;4;4;4;4;2;2;4;4;4;1;1;1;1;1;1;1;1
1904;2;2;1;10;85;7;3;7;7;3;1;2;6;2;;2;3;;1;2;;2;2;2;2;3;2;2;2;2;2;2;10;1;4;1;5;2;5;2;2;2;219;10;;48;72;5;0;0;4;;2;2;1;2;2;3;2;2;3;4;4;4;;;;;1;85;7;4;2;0;0;3;;6;1;1;2;2;1;1;2;;3;1;4;;2;2;2;2;2;2;2;2;2;3;2;4;2;3;2;2;4;4
1905;2;1;2;3;86;9;2;6;8;1;7;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;1;1;1;3;2;5;3;2;390;15;;40;9;3;7;0;4;1;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;86;9;3;3;2;0;3;;6;1;2;2;2;2;2;1;2;;1;4;;2;2;2;2;2;2;2;2;2;4;3;3;2;3;4;2;3;2
1906;2;1;1;7;34;10;4;1;4;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;2;2;3;5;6;1;1;3;4;600;0;;;;0;0;0;4;;2;2;2;2;2;1;2;2;3;3;3;3;1;;;;1;34;10;3;3;0;0;3;;4;2;2;2;1;1;1;1;2;;1;1;;2;3;3;3;3;3;3;3;3;3;3;4;4;2;3;2;4;2
1907;2;1;2;5;78;1;5;3;3;3;6;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;6;1;3;1;1;2;1;2;2;2;120;1;40;;;2;2;0;3;2;2;2;2;2;2;2;2;2;3;3;3;4;2;;;;1;78;1;5;4;2;0;7;;4;1;1;2;3;2;2;1;3;;1;4;;2;2;3;2;3;2;3;3;2;3;5;5;3;4;4;4;4;5
1908;2;1;1;6;84;12;4;1;4;3;1;4;8;2;;2;1;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;1;1;1;2;1;630;4;;40;30;0;0;7;3;;2;2;2;2;2;2;2;2;4;3;4;4;8;;;;1;84;12;5;6;3;0;5;5;4;2;1;1;2;2;2;2;;3;1;3;;1;1;2;2;3;2;3;2;2;3;2;2;2;2;2;2;2;2
1909;2;1;2;1;95;1;5;8;8;1;1;2;7;2;;2;3;;1;2;;2;2;1;1;2;2;2;2;1;2;2;7;3;2;4;3;4;4;3;2;2;120;100;;40;50;1;1;0;2;2;2;2;2;2;2;2;1;2;3;3;3;3;;;;;1;95;1;7;5;0;0;5;2;4;1;1;2;3;2;1;2;;3;2;;2;2;2;3;3;4;3;3;3;3;4;3;3;3;3;3;2;4;3
1910;2;2;1;8;80;5;4;7;7;3;5;1;11;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;4;1;1;1;1;1;1;1;2;2;50;0;;;;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;80;5;6;3;1;0;3;;3;2;1;2;3;3;1;2;;3;1;1;;1;1;1;1;2;1;2;1;2;2;3;3;2;2;2;2;2;4
1911;2;1;1;4;78;1;5;3;2;3;1;8;2;2;;1;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;1;1;2;4;1;720;10;;;;5;2;10;3;;1;2;2;2;2;2;2;2;2;1;4;2;1;;;;1;78;1;3;5;3;0;5;5;6;2;1;2;3;1;2;2;;1;2;;4;2;2;3;3;4;3;4;3;3;3;1;1;1;1;1;1;5;1
1912;2;1;2;5;6;12;4;2;4;3;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;2;1;2;1;2;2;2;240;2;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;6;12;4;3;1;0;6;3;6;1;1;2;3;3;2;1;3;;2;;5;2;2;3;3;3;3;3;3;3;3;2;3;2;1;2;1;1;2
1913;2;3;2;10;54;6;4;6;8;3;1;3;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;3;1;1;2;2;2;195;5;;;;0;2;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;54;6;6;2;0;0;5;2;4;1;1;2;3;2;1;2;;3;1;1;;2;2;3;2;4;3;4;3;3;4;2;2;2;1;1;2;2;1
1914;2;2;2;9;78;1;2;6;8;2;11;11;11;2;;2;3;;2;2;;2;2;2;2;2;3;2;2;3;2;2;10;4;2;1;2;1;1;1;1;2;150;10;;;;0;1;0;4;2;2;2;2;2;2;2;2;2;3;1;3;4;;;;;1;78;1;5;2;0;1;5;4;2;1;1;1;4;4;1;2;;3;2;;1;2;1;2;2;2;2;2;2;2;3;2;5;5;1;2;5;5;5
1915;2;1;2;10;59;5;2;7;7;3;1;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;5;2;2;1;2;3;3;65;30;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;59;5;5;2;0;2;3;;4;2;1;2;3;2;1;2;;3;2;;3;2;2;2;2;3;2;3;2;3;3;2;3;2;2;2;2;2;2
1916;2;2;1;5;33;9;4;4;5;2;3;5;1;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;2;2;2;3;3;3;120;0;;;;1;1;0;4;;2;2;2;2;2;2;2;2;4;3;3;3;6;;;;1;33;9;4;3;1;0;5;5;6;2;1;2;2;2;2;2;;3;2;;3;2;1;3;3;3;2;3;3;3;2;2;2;2;2;3;1;1;2
1917;2;3;2;10;56;8;4;7;7;6;5;1;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;1;1;1;1;1;2;2;60;1;86;;;0;4;0;3;2;2;2;2;2;2;2;1;2;3;3;4;3;;;;;1;56;8;6;1;0;0;4;;4;1;1;2;3;2;1;1;3;;1;3;;2;2;3;3;3;2;3;2;4;3;2;3;3;3;1;2;5;2
1918;2;1;2;7;35;8;4;7;7;2;2;5;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;1;2;2;2;7;2;3;1;1;2;4;1;2;4;90;15;;57;57;0;1;0;3;2;2;2;2;2;2;2;2;2;3;3;3;2;;;;;1;35;8;7;2;0;0;4;;2;2;1;2;3;2;1;1;3;;1;2;;1;1;2;2;2;3;2;2;3;3;5;5;4;4;2;5;5;4
1919;2;2;2;1;54;6;4;1;3;2;3;4;9;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;4;2;1;1;1;3;1;2;2;1;120;5;;15;70;2;4;0;1;2;2;2;2;2;2;2;3;2;3;3;3;2;3;;;;1;54;6;6;4;2;0;7;;1;2;1;1;3;2;2;1;3;;1;5;;2;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;4;5
1920;2;1;1;10;92;1;5;7;7;3;1;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;2;120;0;;;;0;0;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;92;1;2;2;0;1;1;;5;2;1;2;2;1;1;2;;3;2;;4;2;2;3;3;3;3;4;2;3;3;2;1;2;1;1;1;1;4
1921;2;1;2;10;2;5;1;7;7;3;6;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;1;1;1;1;1;3;3;0;0;;;;0;2;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;2;5;7;2;0;0;3;;6;2;2;3;2;2;1;2;;3;2;;3;2;2;3;2;3;3;3;3;2;3;3;3;4;3;4;2;3;4
1922;2;1;2;10;76;4;4;7;7;1;8;6;1;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;2;2;1;1;2;3;1;150;20;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;1;1;1;2;;;;;1;76;4;3;1;0;1;6;4;6;1;1;2;3;1;1;1;2;;1;3;;2;2;3;3;4;4;4;4;4;4;2;3;2;2;2;1;2;2
1923;2;1;2;4;45;2;4;1;5;1;6;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;3;1;1;3;2;3;450;2;;40;53;1;0;1;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;45;2;4;1;0;0;5;5;3;1;2;2;1;1;2;2;;3;2;;4;1;2;2;2;2;2;2;2;2;2;5;5;5;4;4;4;5;5
1924;2;1;2;1;67;6;4;8;8;1;8;1;3;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;1;1;1;1;3;2;1;0;1;;;;1;1;1;5;2;3;2;2;2;2;2;2;2;3;2;3;3;;;;;1;67;6;;1;0;0;5;5;6;1;1;3;3;3;2;2;;3;2;;5;2;3;3;4;3;2;4;4;4;3;4;5;4;4;4;4;5;4
1925;2;2;1;2;67;6;2;1;3;2;3;10;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;3;120;0;;;;2;1;1;3;;2;2;2;3;3;2;2;2;4;4;4;4;3;;;;1;67;6;3;2;0;0;6;2;6;2;2;2;3;3;2;2;;3;2;;5;2;2;2;2;2;2;2;3;2;2;3;4;2;2;2;2;3;3
1926;2;1;2;4;76;4;4;1;4;2;5;1;2;1;2;;1;;1;1;40.0;1;1;1;1;1;1;1;1;1;1;1;8;2;2;2;1;2;1;3;2;2;60;1;39;;;0;0;0;4;2;2;2;2;2;2;1;2;2;2;1;2;2;5;;;;1;76;4;4;4;2;0;6;4;2;1;1;2;1;1;1;1;3;;1;1;;2;1;3;3;4;2;2;2;3;2;1;1;1;1;1;1;1;1
1927;2;1;2;1;59;5;4;1;5;2;5;1;4;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;1;2;2;2;1;2;3;1;240;30;;40;55;1;2;4;1;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;59;5;5;2;0;0;6;5;6;1;1;1;3;2;2;1;3;;2;;4;2;1;2;2;2;2;2;2;1;2;2;3;3;3;3;3;4;1
1928;2;2;1;1;12;10;3;8;8;1;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;2;1;1;530;0;;;;2;0;0;2;;2;2;2;2;2;2;2;3;3;4;3;4;;;;;1;12;10;2;1;0;0;2;;6;1;1;1;1;2;1;2;;2;2;;4;1;2;2;2;3;2;3;3;2;3;2;2;2;2;3;3;3;2
1929;2;1;2;1;13;12;4;1;3;1;8;7;3;2;;2;2;;2;2;;2;2;2;1;2;1;2;2;2;2;2;7;1;1;3;1;1;1;1;1;1;40;1;50;;;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;3;3;3;;;;1;13;12;5;4;0;0;6;1;2;1;1;1;4;3;2;1;3;;1;2;;2;4;4;4;4;4;4;4;4;4;1;3;1;1;1;1;1;1
1930;2;1;1;10;62;5;4;7;7;3;1;9;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;3;3;180;10;;85;10;6;0;0;3;;2;2;2;2;2;2;2;2;4;1;4;4;;;;;1;62;5;6;2;0;1;4;;5;1;1;2;2;1;2;2;;2;2;;4;2;1;2;2;4;3;3;3;2;4;1;1;1;1;1;1;1;3
1931;2;1;1;3;44;7;4;1;3;3;6;2;1;1;1;;1;2;1;1;34.9;1;3;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;7;1;1;1;1430;8;;5;8;6;6;6;2;;2;2;2;3;2;2;2;2;1;1;1;1;1;2;3;;1;44;7;5;5;5;5;1;;1;1;1;1;1;1;1;2;;1;2;;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;6;1;1;1
1932;2;1;2;5;44;7;4;1;4;3;8;3;1;1;4;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;1;2;1;4;4;3;480;20;;;;2;1;5;2;2;2;2;2;2;2;2;2;2;4;3;3;3;1;;;;1;44;7;6;4;1;1;5;3;2;2;1;3;3;2;1;1;3;;1;5;;2;2;2;2;3;2;2;2;2;3;3;3;3;2;2;2;4;3
1933;2;1;2;6;91;1;5;1;4;1;5;2;9;3;;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;2;2;2;1;2;2;3;660;20;;;;0;0;5;4;2;3;2;3;2;2;2;2;2;4;4;4;4;1;;;;1;91;1;3;1;0;0;5;1;6;2;1;2;3;1;1;2;;3;2;;3;2;1;3;3;3;2;3;2;3;3;2;3;3;2;3;2;3;3
1934;2;2;1;3;45;2;4;1;5;1;9;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;5;3;1;2;2;1;1;4;0;1;28;;;1;1;0;4;;2;2;2;2;2;2;2;2;2;3;2;4;3;;;;1;45;2;2;1;0;0;5;1;6;2;1;2;3;1;2;1;3;;1;3;;2;1;3;3;4;3;3;3;3;3;2;2;2;1;2;2;5;5
1935;2;1;1;2;75;1;5;1;3;1;3;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;1;1;1;2;3;4;180;2;;27;27;2;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;2;1;0;0;6;1;2;1;1;1;4;3;1;1;3;;1;2;;1;2;2;2;2;2;2;2;2;2;4;5;5;4;5;3;2;4
1936;2;1;1;10;83;12;2;7;7;2;3;4;7;1;3;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;6;3;2;4;4;2;1;1;2;2;45;2;;;;1;1;0;3;;2;1;2;2;2;2;2;2;4;4;4;4;;;;;1;83;12;7;2;0;2;4;;2;2;2;2;2;2;2;2;;3;2;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1
1937;2;1;1;10;37;2;4;7;7;3;3;10;1;2;;2;3;;2;3;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;3;1;1;1;2;4;30;0;;;;1;1;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;37;2;6;2;0;0;6;1;2;2;1;1;3;3;2;1;3;;2;;1;1;2;2;2;2;2;2;2;3;2;1;5;1;4;1;5;2;3
1938;2;2;2;6;10;6;4;2;5;1;3;4;5;1;5;;2;;2;2;;1;2;2;2;1;2;2;1;2;2;2;9;1;2;3;2;2;2;1;3;3;300;3;;56;;0;0;4;3;2;2;2;3;2;2;2;2;2;3;2;2;4;1;;;;1;10;6;4;2;0;0;1;;5;1;1;2;3;2;2;2;;3;2;;5;2;2;2;2;3;2;2;2;2;2;2;4;1;4;2;4;4;2
1939;2;2;1;3;66;10;1;1;4;2;2;1;5;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;0;4;;42;;3;2;1;4;;2;2;2;2;2;2;2;2;1;1;1;1;5;;;;1;66;10;1;5;3;0;2;;6;1;3;1;1;1;1;2;;1;1;1;;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1
1940;2;1;1;6;53;7;3;1;4;1;5;1;9;2;;2;3;;1;2;;2;2;2;3;2;2;2;2;2;2;2;5;1;3;2;1;2;1;1;2;4;45;2;;;;1;1;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;53;7;5;3;1;0;4;;6;1;1;2;3;2;2;1;3;;1;3;;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;3;1;1
