SERIAL;JOURV6;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D52_0;D52_1;D52_2;D52_3;D52_4;D52_5;D52_6;D53_0;D53_1;D53_2;D53_3;D53_4;D53_5;D53_6;D54_0;D54_1;D54_2;D54_3;D54_4;D54_5;D54_6;D55_0;D55_1;D55_2;D55_3;D55_4;D56_0;D56_1;D56_2;D56_3;D56_4;D56_5;D56_6;D57_0;D57_1;D57_2;D57_3;D57_4;D58_0;D58_1;D58_2;D58_3;D58_4;D59_0;D59_1;D59_2;D59_3;D59_4
3757;3;3;1;7;81;10;1;1;6;3;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;1;2;1;1;6;1;2;1;480;4;;;;;15;0;3;5;4;;1;2;2;2;2;2;2;2;4;3;3;4;4;8;;;;1;81;10;5;4;2;0;3;;5;0;0;0;5;5;5;;;;;;;;;;;;;;;5;5;5;2;5;6;6;6;4;6;6;6;5;5;5;2;5;2;5;5;5;5;5;5;5;2;5
3758;3;2;2;1;14;4;2;8;8;1;9;4;6;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;1;2;2;1;2;3;0;;;;;;0;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;;1;14;4;5;3;0;0;6;1;8;5;5;5;8;5;5;1;;;;1;;;1;;;;1;;;3;3;3;3;3;5;5;1;5;6;1;4;3;3;3;2;3;3;3;3;3;2;1;1;1;2;2
3759;3;1;2;9;14;4;3;7;7;5;1;4;8;1;2;;3;;2;2;;3;3;3;3;3;3;3;3;3;3;3;7;1;1;2;1;1;1;1;2;1;90;5;;;;;0;1;0;0;4;2;1;2;2;2;2;2;2;2;4;4;4;3;3;;;;;1;14;4;3;1;0;0;5;2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;1;3;3;2;1;3;1;1;1;2;3;2;2;2;2;2;3;2;2;2;2;3;3;4;2;3
3760;3;1;1;7;54;6;3;1;6;3;5;1;3;2;;2;1;;1;1;39.0;1;1;1;1;1;1;1;1;1;1;1;8;3;2;2;3;1;1;2;1;2;600;4;;;;;4;0;0;10;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;54;6;5;3;1;0;4;;6;8;8;6;0;6;7;2;1;1;2;;2;1;1;2;1;2;;1;2;1;1;1;2;2;4;2;3;3;4;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2
3761;3;1;1;7;33;9;2;5;8;1;2;9;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;2;1;0;;;;;;2;1;1;0;5;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;33;9;5;2;0;1;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;4;4;4;4;4;5;5;5;5;5;5;5;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4
3762;3;2;1;2;93;1;5;3;2;3;5;4;9;2;;4;3;;2;3;;3;2;3;3;2;2;3;3;2;2;3;6;4;4;4;2;4;4;5;4;3;540;4;;;;;5;5;5;5;2;;2;3;3;3;3;3;3;2;2;2;3;3;3;1;;;;1;93;1;20;2;0;0;2;;6;5;4;4;0;3;5;3;;;;;;;2;;;;;;;2;4;3;3;3;4;3;2;3;3;3;3;3;4;4;3;3;2;3;3;2;2;2;2;2;3;2
3763;3;1;2;4;60;5;1;6;8;3;1;8;5;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;1;1;3;1;1;2;5;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;4;3;3;2;;;;;1;60;5;6;3;2;0;5;4;3;5;2;7;6;3;0;;;;3;3;;;;;;3;3;;;3;3;1;1;2;5;2;2;5;5;5;2;3;2;3;2;2;3;3;3;3;3;2;3;2;1;1
3764;3;1;1;8;49;7;4;5;8;1;2;1;8;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;2;1;2;1;1;1;1;3;30;5;;;;;1;0;0;0;4;;1;2;2;2;2;1;2;2;4;4;1;4;3;;;;;1;49;7;6;1;0;0;3;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;3;2;2;3;3;2;4;3;4;2;4;3;2;2;2;3;2;2;2;2;3;3;3;3;3;2
3765;3;2;2;10;45;2;3;7;7;5;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;5;1;1;2;90;1;;;;;15;0;0;0;3;2;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;45;2;3;1;0;0;5;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;3;3;3;3;1;1;1;1;1;1;1;2;2;3;2;4;1;1;2;2;1;4;4;3;4;4
3766;3;2;1;2;3;11;3;3;2;1;3;1;4;3;;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;2;2;360;4;;;;;7;1;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;1;;;;1;3;11;2;1;0;0;6;2;7;4;3;6;10;8;0;4;;;4;1;1;;3;;;3;1;1;;3;3;2;2;3;2;4;4;2;1;2;3;2;2;2;2;2;3;2;2;2;2;3;3;4;4;1
3767;3;1;2;6;78;1;5;1;4;2;4;8;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;2;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;1;2;2;2;2;2;3;3;3;3;2;3;;;;1;78;1;4;1;0;0;6;4;8;7;3;10;10;9;6;3;3;;2;2;2;3;3;3;;1;2;2;3;3;2;2;1;3;2;1;1;2;4;2;2;1;1;1;1;2;3;3;2;2;2;3;3;3;2;2
3768;3;1;1;8;35;8;2;1;6;3;6;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;4;4;3;1;3;1;2;2;1;630;1;4;;;;150;0;0;5;4;;1;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;35;8;5;2;0;0;1;;1;5;1;5;10;5;5;;;;;1;;;;;;;1;;;4;4;4;4;4;5;2;2;4;4;5;4;2;3;1;2;2;2;2;1;2;2;2;2;3;2;2
3769;3;1;2;8;59;5;4;6;8;3;1;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;1;3;2;110;1;2;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;59;5;4;3;0;0;5;4;7;2;2;3;10;10;8;1;;;;1;1;1;1;;;;1;1;1;2;2;1;2;2;4;2;5;5;4;5;2;3;4;4;4;4;4;4;3;3;2;1;2;3;3;3
3770;3;1;1;3;62;5;1;1;6;7;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;1;0;;;;;;2;0;1;5;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;62;5;8;2;2;0;4;;9;3;10;0;10;10;6;3;;3;;2;2;3;3;;3;;3;3;3;1;3;1;1;1;3;2;5;5;4;5;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2
3771;3;1;1;10;59;5;4;7;7;3;8;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;1;1;1;1;3;3;270;2;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;59;5;8;2;0;2;4;;9;7;4;10;8;5;6;5;5;;5;3;;5;5;5;;5;3;;5;5;5;5;5;3;6;6;2;6;6;6;6;5;5;5;5;1;2;5;5;5;5;5;5;5;5;1
3772;3;1;1;9;60;5;1;7;7;3;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;1;1;2;2;120;1;;;;;3;0;0;0;3;;2;2;2;2;2;3;2;2;4;4;4;4;4;;;;;1;60;5;5;2;0;0;5;1;1;2;6;7;10;7;1;;;4;3;2;3;;;;3;3;1;3;;3;2;1;1;3;4;2;4;5;4;5;4;3;2;2;2;2;3;2;1;1;1;3;3;4;3;4
3773;3;1;1;1;31;10;4;8;8;1;3;4;1;1;5;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;1;1;1;1;1;2;2;300;5;;;;;10;1;0;0;2;;2;2;2;2;2;2;2;2;3;3;2;2;2;;;;;1;31;10;3;2;0;0;5;5;7;8;8;5;9;5;8;3;3;3;;2;;3;2;3;2;;2;;3;2;3;2;2;2;1;2;3;5;1;5;4;1;3;1;1;1;1;1;2;3;2;2;2;3;3;3
3774;3;3;2;9;91;1;5;6;8;5;1;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;2;2;2;1;1;2;2;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;91;1;4;1;0;0;4;;0;1;0;8;5;5;3;;;;3;;;;;;;3;;;;1;1;1;1;1;2;2;5;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;3;3;2
3775;3;1;1;10;80;5;3;7;7;3;3;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;1;60;1;;;;;0;0;0;0;2;;1;2;2;2;2;2;2;2;3;2;3;4;4;;;;;1;80;5;6;2;0;0;6;4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;3;2;2;5;5;5;5;4;5;5;3;2;2;2;3;1;1;1;1;2;3;4;3;4;4
3776;3;1;2;3;69;11;4;2;4;1;1;2;3;1;2;;3;;2;2;;2;2;1;2;2;1;2;2;2;2;2;8;2;1;2;2;1;1;1;4;1;525;4;;;;;20;1;1;4;2;2;2;2;2;2;2;2;2;2;3;3;4;4;4;1;;;;2;69;11;4;2;0;0;6;5;10;0;10;10;10;10;6;2;;2;2;1;1;1;2;;3;2;1;1;2;3;2;1;2;3;4;5;1;4;4;5;2;2;2;3;2;2;3;3;1;1;1;1;1;1;1;1
3777;3;1;2;9;63;11;1;4;8;1;1;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;1;120;2;;;;;0;1;1;0;1;2;2;2;1;2;2;1;2;2;2;2;1;3;1;;;;;1;63;11;5;1;1;0;5;4;10;10;9;10;5;8;9;4;4;4;4;;3;3;4;4;4;4;;3;4;1;2;1;1;2;5;2;5;5;5;5;2;2;2;3;3;2;2;2;3;2;4;1;2;4;2;4
3778;3;1;2;9;44;7;4;7;7;5;6;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;3;2;1;2;1;2;3;3;600;1;5;;;;15;1;5;0;2;2;2;2;1;2;2;2;2;2;4;4;4;4;4;;;;;1;44;7;5;1;0;0;6;4;6;6;0;5;10;3;0;2;2;;;2;;;1;2;;;1;;;3;3;3;2;3;2;3;4;3;1;2;3;3;2;3;2;3;1;1;1;1;3;2;4;3;4;4
3779;3;3;1;8;62;5;1;1;6;2;6;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;3;1;2;2;4;2;4;300;1;;;;;10;4;2;0;3;;2;2;2;2;2;1;2;2;3;2;3;4;4;3;;;;1;62;5;5;2;0;0;3;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;4;2;2;3;1;3;3;4;5;5;4;2;3;2;2;2;2;1;1;1;2;2;2;3;2;2
3780;3;2;2;6;40;9;1;1;6;1;2;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;3;2;2;2;2;10;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;1;0;3;2;2;2;3;2;2;2;2;2;2;1;1;3;1;5;;;;1;40;9;5;2;1;0;4;;7;5;7;5;6;7;7;3;;4;;4;4;1;4;;4;;5;5;3;3;3;3;1;1;5;5;5;5;3;5;2;1;2;1;1;1;2;1;2;2;2;1;1;1;2;1
3781;3;1;1;9;94;1;5;7;7;3;1;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;4;;;;;1;94;1;5;3;0;0;5;2;2;3;0;0;8;6;5;;;;;2;2;;;;;;2;2;;2;1;1;1;3;1;4;5;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;3;3
3782;3;2;2;10;59;5;4;7;7;6;1;10;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;4;1;1;1;1;1;4;0;;;;;;0;7;0;0;3;2;2;2;2;2;2;2;2;2;3;3;3;2;1;;;;;2;80;5;5;1;0;0;3;;4;8;5;9;5;7;7;;4;;2;;3;3;;4;;1;;4;3;2;3;3;2;4;3;2;3;4;5;4;3;1;2;2;2;1;3;2;1;1;1;4;2;3;4;4
3783;3;1;1;10;34;10;3;7;7;3;10;9;1;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;2;1;3;1;1;1;2;2;90;1;;;;;0;2;0;0;2;;2;2;2;2;2;1;2;2;4;1;4;4;4;;;;;1;34;10;6;2;0;1;6;5;5;2;2;8;2;3;6;;;;2;;;4;;;;2;;;3;2;1;1;2;2;1;3;5;1;1;1;2;3;1;4;1;3;2;1;1;1;3;2;2;3;4;4
3784;3;2;1;1;34;10;4;8;8;1;4;10;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;2;1;1;1;1;0;;;;;;0;0;0;0;3;;2;2;3;2;2;2;2;2;4;4;1;4;4;;;;;1;34;10;6;5;2;0;5;3;10;10;10;10;10;10;10;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;2;3;4;4;3;1;2;2;2;2;2;2;2;2;3;4;3;1;4;3;2
3785;3;2;2;1;77;1;2;8;8;1;3;4;1;2;;2;3;;2;3;;2;2;2;2;1;2;2;2;2;2;2;7;4;3;1;1;2;3;1;1;6;0;;;;;;0;1;1;0;2;2;2;2;2;2;2;2;2;2;1;3;3;1;2;;;;;1;77;1;8;4;2;0;4;;2;0;1;1;6;3;0;;;;;3;;;;;;;3;;;2;2;2;2;3;2;3;4;2;2;2;2;2;2;3;2;2;3;3;4;4;2;2;1;1;2;3
3786;3;1;2;10;40;9;3;7;7;3;9;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;1;1;1;1;1;2;3;90;3;;;;;0;0;1;0;1;2;1;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;40;9;5;2;0;2;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;3;3;3;3;4;3;2;4;4;4;4;2;2;2;2;2;1;1;1;1;1;3;3;3;4;4
3787;3;2;2;7;1;11;4;1;4;3;1;2;6;2;;2;1;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;1;1;3;2;270;4;;;;;0;0;1;3;1;2;2;2;2;2;2;2;2;2;4;4;1;4;3;1;3;;;1;1;11;5;3;0;0;6;1;5;2;3;5;8;5;6;;;;;3;;4;;;;;2;;3;2;2;1;1;3;4;5;2;4;3;3;2;2;2;3;3;3;2;2;2;2;2;2;2;3;2;3
3788;3;1;1;2;49;7;4;1;6;2;5;9;1;1;3;;1;;1;1;40.0;2;1;2;2;1;1;1;1;1;2;1;7;2;2;2;2;2;2;2;3;2;300;4;;;;;2;0;0;5;3;;1;3;2;1;2;1;2;2;2;1;2;2;2;1;;;;1;49;7;5;1;0;0;3;;7;3;2;2;5;2;4;2;;;;;;;2;;;;;;;1;3;2;2;2;1;1;1;3;3;2;2;2;1;3;1;1;1;2;1;1;1;2;1;1;2;2
3789;3;1;2;1;54;6;4;8;8;2;8;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;2;2;2;1;2;2;20;1;;;;;0;0;1;0;2;2;2;2;2;2;2;2;2;2;3;1;1;3;1;;;;;2;78;1;6;4;0;0;6;3;8;6;0;0;10;10;4;2;3;;;1;2;;2;4;;;1;1;;2;3;2;2;3;3;2;5;1;4;2;1;2;1;3;3;2;4;2;2;2;2;3;4;4;4;2
3790;3;1;1;7;76;4;3;1;6;3;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;9;4;5;4;4;2;1;1;1;4;80;1;;;;;0;0;0;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;76;4;6;4;1;0;3;;2;1;1;2;1;1;0;;;;;;;;;;;;;;;2;3;3;2;1;2;2;2;3;2;3;4;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3
3791;3;2;2;1;93;1;5;8;8;1;1;9;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;1;1;2;2;1;1;3;0;;;;;;0;2;0;0;5;2;2;2;2;2;2;2;2;2;2;1;2;1;4;;;;;1;93;1;4;4;0;0;4;;10;6;10;8;0;0;0;1;3;1;2;;;;1;2;1;3;;;;4;4;3;2;4;5;5;5;2;1;5;2;1;1;2;2;2;2;1;3;3;4;1;1;3;1;2
3792;3;1;1;1;78;1;5;3;2;1;4;7;8;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;1;1;2;10;1;;;;;0;1;0;1;3;;2;2;3;2;2;3;2;2;1;2;3;4;1;2;;;;1;78;1;2;4;0;0;4;;10;5;10;10;10;10;5;1;;1;1;1;1;;2;;1;1;1;1;;3;3;1;3;4;5;1;1;2;3;1;2;3;3;2;1;4;2;2;2;1;1;1;2;2;3;1
3793;3;1;1;5;91;1;5;1;4;1;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;4;4;2;1;2;2;2;600;1;4;;;;10;0;0;5;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;2;77;1;3;2;0;0;5;5;2;0;0;2;0;0;0;;;;;;;;;;;;;;;2;3;3;1;3;4;5;5;3;4;3;5;3;2;3;2;3;2;2;2;2;2;2;2;3;2;1
3794;3;1;2;10;75;1;5;7;7;1;1;2;5;2;;3;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;120;1;;;;;10;0;0;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;;1;75;1;3;2;0;1;4;;7;5;5;0;5;5;8;4;;;;;;2;3;;;;;;2;2;3;3;2;3;5;2;2;3;4;6;4;3;2;2;2;3;2;2;2;2;4;2;3;3;3;3
3795;3;1;2;10;44;7;2;7;7;6;1;8;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;1;60;1;;;;;0;0;0;0;3;2;2;2;1;2;2;2;2;2;4;4;4;4;4;;;;;1;44;7;4;1;0;1;3;;2;0;2;2;1;1;2;;;;;;;;;;;;;;;4;3;3;2;4;4;2;1;2;4;3;4;4;3;3;2;3;2;3;3;3;2;4;3;3;3;3
3796;3;1;1;3;76;4;4;1;4;2;3;6;2;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;2;1;2;2;2;1;4;4;480;4;;;;;5;0;0;5;3;;2;2;2;2;2;1;2;2;4;4;4;4;2;1;;;;1;76;4;4;1;0;0;6;3;6;6;2;1;4;1;4;2;2;;;;;;2;2;;;;;;3;3;3;3;2;4;2;5;5;4;5;5;5;1;2;1;2;2;1;1;1;1;4;4;4;3;3
3797;3;1;1;9;11;10;2;3;6;3;5;2;1;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;3;2;2;1;1;2;3;0;;;;;;0;0;0;0;4;;2;2;2;2;2;2;2;2;3;3;4;4;3;5;;;;1;11;10;4;2;0;0;5;2;5;1;2;7;3;3;2;;;;3;;;;;;;2;;;;3;4;4;2;4;4;1;1;5;4;5;2;3;2;3;3;3;4;2;1;1;2;2;3;4;2;1
3798;3;1;1;9;89;3;1;7;7;3;6;8;1;1;3;;3;;2;2;;2;1;2;2;2;1;2;2;2;2;2;5;2;6;1;1;1;1;1;2;5;240;1;3;;;;2;0;2;0;3;;1;2;2;2;2;2;2;2;4;4;4;3;3;;;;;1;89;3;4;2;0;0;3;;9;10;0;9;9;9;5;3;2;;2;1;2;;2;1;;1;2;2;;3;2;1;1;3;3;4;4;2;2;3;3;2;2;3;2;2;4;3;1;2;2;3;3;3;3;3
3799;3;2;1;4;39;3;3;1;6;2;8;4;6;1;3;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;1;2;2;1;2;4;300;5;;;;;3;2;1;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;39;3;5;2;1;0;3;;8;5;5;8;10;10;4;2;;;2;1;1;;1;;;2;1;1;;3;3;2;2;3;5;4;5;5;2;2;4;1;2;2;1;2;3;3;2;2;2;4;4;4;2;2
3800;3;1;1;9;84;12;4;7;7;3;2;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;4;2;1;5;3;2;180;1;;;;;0;0;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;84;12;4;3;0;0;3;;6;6;0;3;4;2;8;4;5;;;;;5;4;4;;;;;4;3;4;1;2;3;1;1;4;4;2;1;2;2;3;4;2;4;3;3;2;2;3;4;4;4;4;3
3801;3;2;1;3;69;11;4;1;2;3;8;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;2;2;1;360;4;;;;;0;0;4;0;2;;1;2;2;2;2;2;2;2;3;4;4;4;4;1;;;;1;69;11;5;3;1;0;6;2;7;4;8;6;10;7;6;3;;4;3;3;3;3;3;;3;4;4;3;4;1;2;2;2;2;3;2;2;2;4;2;1;2;2;2;2;2;2;3;3;3;3;2;2;2;1;2
3802;3;1;2;9;93;1;5;7;7;1;1;6;5;2;;2;3;;1;2;;2;2;2;2;2;2;2;1;2;2;2;6;1;1;1;1;2;1;1;4;1;600;2;;;;;6;3;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;3;1;;;;;1;93;1;3;1;0;0;5;2;1;0;0;1;0;0;0;;;;;;;;;;;;;;;4;4;2;2;3;1;4;5;2;1;2;2;4;3;4;2;2;1;1;1;1;1;1;2;2;4;4
3803;3;1;2;3;6;12;4;1;4;1;3;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;5;5;5;1;1;2;1;3;0;;;;;;1;0;0;0;2;2;2;2;2;2;2;2;2;2;3;2;4;2;3;2;3;;;1;6;12;2;1;0;0;4;;1;1;0;7;3;0;0;;;;2;;;;;;;3;;;;4;4;4;4;1;5;5;5;5;5;5;5;3;2;3;2;2;1;1;1;1;1;2;3;3;4;4
3804;3;1;2;10;52;6;3;7;7;5;10;1;3;1;6;;3;;2;2;;1;2;2;2;1;2;2;1;2;2;2;8;2;1;1;1;1;1;2;4;2;420;1;3;;;;4;1;1;0;4;2;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;52;6;6;2;0;0;6;4;5;2;10;10;10;8;7;;;3;3;2;3;4;;;3;3;1;2;3;4;3;4;2;4;1;3;1;2;1;1;2;3;2;3;3;3;2;2;2;2;2;2;2;3;3;3
3805;3;2;1;10;7;11;1;7;7;3;1;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;2;1;1;1;3;165;1;;;;;3;3;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;7;11;5;2;0;2;3;;8;4;2;9;6;8;2;2;;;1;2;2;;2;;;1;2;1;;3;3;1;1;2;2;2;3;4;1;3;5;2;3;2;2;4;2;2;1;2;2;4;4;3;3;4
3806;3;1;1;8;17;9;1;3;2;7;1;3;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;1;1;2;1;540;4;;;;;60;0;0;0;3;;2;2;2;2;2;2;2;2;4;3;1;4;3;1;;;;1;17;9;6;2;0;0;3;;0;0;0;0;8;0;0;;;;;2;;;;;;;2;;;3;2;1;1;1;1;3;5;4;1;2;3;2;1;2;2;2;3;2;1;2;3;3;2;3;2;1
3807;3;2;2;1;41;2;3;8;8;1;1;6;10;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;1;1;2;1;1;1;5;20;5;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;2;;;;;1;41;2;4;3;0;0;5;2;0;0;0;0;5;4;0;;;;;;;;;;;;;;;3;2;3;1;3;3;2;5;4;4;3;5;1;2;1;3;2;2;2;2;1;3;3;2;3;4;2
3808;3;2;2;7;31;10;2;1;4;4;1;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;3;3;8;1;1;6;1;1;1;6;2;3;15;1;;;;;0;0;2;0;4;2;2;2;2;2;2;2;2;2;4;3;3;4;4;3;;;;1;31;10;5;2;0;0;6;1;4;0;1;5;2;1;0;;;;;;;;;;;;;;;2;2;4;1;2;1;3;3;2;1;2;2;2;2;3;1;2;3;2;2;3;1;2;2;2;2;2
3809;3;2;2;2;80;5;1;4;4;1;1;5;11;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;3;2;4;1;1;1;3;3;1;180;5;;;;;8;2;2;2;2;2;3;3;3;3;3;2;2;2;2;1;3;2;2;1;;;;1;80;5;2;2;2;0;6;5;1;3;3;3;9;4;2;;;;;3;;;;;;;3;;;5;2;2;3;2;3;2;1;3;4;3;3;3;2;1;3;2;2;3;2;3;2;3;3;2;2;2
3810;3;1;2;6;33;9;1;5;8;3;2;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;1;1;2;2;2;0;;;;;;0;0;0;0;4;2;1;2;2;2;2;2;2;2;3;3;4;3;1;;;;;1;33;9;6;3;0;0;1;;5;2;1;5;5;5;3;;;;;;;;;;;;;;;2;2;2;2;2;5;5;5;5;5;5;5;1;3;1;2;2;3;2;2;2;2;3;3;3;3;3
3811;3;1;2;4;78;1;5;1;4;1;3;1;6;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;3;1;3;2;1;1;6;2;600;4;;;;;20;0;0;80;4;2;2;2;2;2;2;2;2;2;3;3;4;3;2;1;;;;1;78;1;2;1;0;0;6;1;7;2;1;7;10;1;2;3;;;1;2;;;3;;;1;2;;;2;4;1;1;3;2;3;4;5;1;5;5;3;2;3;2;2;3;2;2;3;2;1;1;2;3;3
3812;3;2;1;7;54;6;2;1;6;3;2;3;6;2;;2;3;;2;3;;3;3;3;3;3;3;3;3;3;3;3;5;5;4;5;5;4;1;4;4;5;30;2;5;;;;30;1;11;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;54;6;5;4;0;0;3;;5;5;5;5;5;5;5;;;;;;;;;;;;;;;4;4;4;4;4;5;5;5;5;5;5;5;3;5;5;4;4;4;5;3;4;3;2;2;2;3;2
